Date,Store ID,Product ID,Quantity sold
01/06/2025,S007,P042,3
01/06/2025,S007,P006,13
01/06/2025,S007,P022,9
01/06/2025,S007,P048,9
01/06/2025,S008,P002,5
01/06/2025,S008,P046,2
01/06/2025,S008,P018,2
01/06/2025,S008,P021,15
01/06/2025,S008,P032,19
01/06/2025,S008,P024,18
01/06/2025,S008,P038,19
01/06/2025,S008,P040,11
01/06/2025,S008,P015,3
01/06/2025,S008,P011,16
01/06/2025,S008,P008,3
01/06/2025,S008,P022,16
01/06/2025,S008,P027,8
01/06/2025,S009,P001,3
01/06/2025,S009,P030,7
01/06/2025,S009,P043,8
01/06/2025,S009,P010,5
01/06/2025,S009,P047,2
01/06/2025,S009,P022,7
01/06/2025,S009,P044,11
01/06/2025,S009,P020,8
01/06/2025,S010,P012,6
01/06/2025,S010,P033,7
01/06/2025,S010,P021,3
01/06/2025,S010,P035,17
01/06/2025,S010,P020,15
01/06/2025,S010,P043,6
01/06/2025,S010,P018,4
01/06/2025,S010,P004,5
01/06/2025,S010,P013,1
01/06/2025,S010,P040,8
01/06/2025,S010,P001,16
01/06/2025,S010,P029,2
01/06/2025,S010,P026,9
01/06/2025,S010,P039,16
01/06/2025,S010,P002,6
02/06/2025,S001,P003,15
02/06/2025,S001,P010,5
02/06/2025,S001,P006,10
02/06/2025,S001,P044,19
02/06/2025,S001,P015,16
02/06/2025,S001,P013,20
02/06/2025,S001,P036,5
02/06/2025,S002,P019,8
02/06/2025,S002,P018,6
02/06/2025,S002,P041,13
02/06/2025,S002,P022,11
02/06/2025,S002,P010,20
02/06/2025,S002,P028,11
02/06/2025,S002,P027,19
02/06/2025,S002,P003,2
02/06/2025,S002,P013,2
02/06/2025,S002,P026,20
02/06/2025,S002,P001,8
02/06/2025,S002,P038,2
02/06/2025,S002,P016,1
02/06/2025,S002,P044,11
02/06/2025,S003,P041,9
02/06/2025,S003,P027,20
02/06/2025,S003,P036,7
02/06/2025,S003,P015,18
02/06/2025,S003,P031,15
02/06/2025,S003,P048,10
02/06/2025,S003,P022,13
02/06/2025,S003,P016,11
02/06/2025,S003,P047,1
02/06/2025,S003,P039,9
02/06/2025,S003,P002,6
02/06/2025,S003,P049,7
02/06/2025,S003,P020,6
02/06/2025,S004,P027,7
02/06/2025,S004,P031,15
02/06/2025,S004,P034,6
02/06/2025,S004,P041,3
02/06/2025,S004,P042,2
02/06/2025,S004,P030,19
02/06/2025,S004,P005,1
02/06/2025,S004,P049,1
02/06/2025,S005,P017,4
02/06/2025,S005,P014,7
02/06/2025,S005,P045,6
02/06/2025,S005,P007,5
02/06/2025,S005,P016,17
02/06/2025,S006,P019,16
02/06/2025,S006,P036,12
02/06/2025,S006,P005,10
02/06/2025,S006,P048,12
02/06/2025,S006,P024,6
02/06/2025,S006,P004,11
02/06/2025,S006,P047,19
02/06/2025,S006,P001,3
02/06/2025,S006,P033,10
02/06/2025,S006,P030,11
02/06/2025,S006,P029,15
02/06/2025,S006,P031,18
02/06/2025,S006,P045,9
02/06/2025,S006,P035,12
02/06/2025,S006,P014,11
02/06/2025,S007,P027,1
02/06/2025,S007,P038,14
02/06/2025,S007,P010,17
02/06/2025,S007,P016,12
02/06/2025,S007,P031,15
02/06/2025,S007,P042,2
02/06/2025,S008,P034,12
02/06/2025,S008,P006,19
02/06/2025,S008,P031,14
02/06/2025,S008,P018,9
02/06/2025,S008,P046,16
02/06/2025,S008,P007,4
02/06/2025,S008,P010,20
02/06/2025,S008,P001,14
02/06/2025,S008,P013,18
02/06/2025,S008,P014,17
02/06/2025,S008,P011,7
02/06/2025,S008,P027,2
02/06/2025,S008,P022,17
02/06/2025,S008,P048,7
02/06/2025,S008,P017,6
02/06/2025,S009,P019,14
02/06/2025,S009,P001,13
02/06/2025,S009,P029,6
02/06/2025,S009,P034,17
02/06/2025,S009,P008,7
02/06/2025,S009,P007,7
02/06/2025,S009,P014,17
02/06/2025,S009,P012,1
02/06/2025,S009,P037,17
02/06/2025,S009,P011,17
02/06/2025,S009,P038,4
02/06/2025,S009,P033,18
02/06/2025,S009,P042,4
02/06/2025,S009,P003,11
02/06/2025,S009,P006,11
02/06/2025,S010,P012,5
02/06/2025,S010,P039,1
02/06/2025,S010,P007,14
02/06/2025,S010,P026,13
02/06/2025,S010,P021,11
02/06/2025,S010,P037,4
02/06/2025,S010,P010,20
02/06/2025,S010,P009,3
02/06/2025,S010,P023,18
02/06/2025,S010,P020,10
02/06/2025,S010,P022,18
02/06/2025,S010,P003,4
03/06/2025,S001,P039,4
03/06/2025,S001,P011,5
03/06/2025,S001,P043,10
03/06/2025,S001,P037,11
03/06/2025,S001,P007,9
03/06/2025,S001,P045,11
03/06/2025,S001,P012,19
03/06/2025,S001,P029,11
03/06/2025,S001,P025,20
03/06/2025,S001,P034,2
03/06/2025,S001,P028,14
03/06/2025,S001,P017,11
03/06/2025,S001,P042,6
03/06/2025,S001,P015,11
03/06/2025,S001,P002,9
03/06/2025,S002,P040,3
03/06/2025,S002,P027,7
03/06/2025,S002,P046,3
03/06/2025,S002,P024,8
03/06/2025,S002,P045,12
03/06/2025,S002,P017,12
03/06/2025,S002,P036,16
03/06/2025,S002,P049,6
03/06/2025,S002,P003,18
03/06/2025,S002,P039,14
03/06/2025,S002,P008,16
03/06/2025,S002,P019,7
03/06/2025,S002,P041,5
03/06/2025,S003,P027,2
03/06/2025,S003,P038,17
03/06/2025,S003,P018,13
03/06/2025,S003,P046,8
03/06/2025,S003,P019,8
03/06/2025,S003,P008,6
03/06/2025,S003,P042,5
03/06/2025,S003,P022,20
03/06/2025,S003,P029,19
03/06/2025,S003,P002,12
03/06/2025,S003,P034,3
03/06/2025,S003,P050,8
03/06/2025,S004,P004,13
03/06/2025,S004,P044,3
03/06/2025,S004,P040,2
03/06/2025,S004,P006,11
03/06/2025,S004,P009,2
03/06/2025,S004,P034,6
03/06/2025,S004,P015,14
03/06/2025,S004,P008,15
03/06/2025,S004,P041,13
03/06/2025,S004,P039,19
03/06/2025,S004,P038,4
03/06/2025,S004,P037,1
03/06/2025,S004,P050,12
03/06/2025,S004,P031,3
03/06/2025,S004,P021,7
03/06/2025,S005,P042,16
03/06/2025,S005,P013,16
03/06/2025,S005,P006,19
03/06/2025,S005,P003,20
03/06/2025,S005,P036,4
03/06/2025,S005,P038,11
03/06/2025,S005,P021,17
03/06/2025,S005,P028,6
03/06/2025,S005,P015,15
03/06/2025,S005,P026,2
03/06/2025,S006,P044,19
03/06/2025,S006,P007,8
03/06/2025,S006,P015,5
03/06/2025,S006,P012,11
03/06/2025,S006,P006,6
03/06/2025,S006,P043,5
03/06/2025,S006,P023,19
03/06/2025,S006,P034,17
03/06/2025,S006,P016,19
03/06/2025,S007,P002,3
03/06/2025,S007,P032,4
03/06/2025,S007,P030,10
03/06/2025,S007,P011,14
03/06/2025,S007,P017,15
03/06/2025,S007,P008,11
03/06/2025,S007,P037,5
03/06/2025,S007,P013,6
03/06/2025,S007,P047,19
03/06/2025,S007,P046,6
03/06/2025,S007,P015,15
03/06/2025,S007,P025,14
03/06/2025,S007,P038,14
03/06/2025,S007,P020,3
03/06/2025,S007,P033,17
03/06/2025,S008,P049,15
03/06/2025,S008,P016,14
03/06/2025,S008,P035,8
03/06/2025,S008,P004,2
03/06/2025,S008,P005,4
03/06/2025,S008,P044,9
03/06/2025,S008,P010,15
03/06/2025,S009,P048,10
03/06/2025,S009,P032,14
03/06/2025,S009,P046,9
03/06/2025,S009,P008,7
03/06/2025,S009,P001,13
03/06/2025,S010,P022,3
03/06/2025,S010,P043,7
03/06/2025,S010,P026,1
03/06/2025,S010,P041,17
03/06/2025,S010,P044,2
03/06/2025,S010,P020,3
03/06/2025,S010,P004,10
03/06/2025,S010,P010,19
03/06/2025,S010,P024,8
03/06/2025,S010,P015,3
03/06/2025,S010,P011,7
03/06/2025,S010,P016,19
03/06/2025,S010,P030,7
04/06/2025,S001,P001,13
04/06/2025,S001,P026,13
04/06/2025,S001,P006,11
04/06/2025,S001,P035,18
04/06/2025,S001,P012,16
04/06/2025,S001,P028,12
04/06/2025,S001,P050,4
04/06/2025,S001,P032,9
04/06/2025,S001,P020,13
04/06/2025,S001,P043,11
04/06/2025,S002,P040,19
04/06/2025,S002,P047,18
04/06/2025,S002,P029,3
04/06/2025,S002,P014,12
04/06/2025,S002,P042,7
04/06/2025,S002,P017,20
04/06/2025,S002,P016,10
04/06/2025,S002,P048,12
04/06/2025,S002,P021,6
04/06/2025,S003,P036,1
04/06/2025,S003,P037,20
04/06/2025,S003,P008,12
04/06/2025,S003,P004,17
04/06/2025,S003,P046,13
04/06/2025,S003,P022,16
04/06/2025,S003,P040,2
04/06/2025,S003,P027,20
04/06/2025,S003,P007,12
04/06/2025,S003,P024,12
04/06/2025,S003,P013,19
04/06/2025,S004,P014,20
04/06/2025,S004,P013,12
04/06/2025,S004,P001,4
04/06/2025,S004,P024,20
04/06/2025,S004,P037,8
04/06/2025,S004,P007,13
04/06/2025,S004,P018,20
04/06/2025,S004,P028,2
04/06/2025,S004,P044,1
04/06/2025,S005,P039,8
04/06/2025,S005,P007,8
04/06/2025,S005,P008,20
04/06/2025,S005,P026,14
04/06/2025,S005,P024,13
04/06/2025,S005,P035,4
04/06/2025,S005,P049,4
04/06/2025,S005,P025,4
04/06/2025,S005,P037,6
04/06/2025,S005,P005,19
04/06/2025,S005,P014,2
04/06/2025,S006,P041,3
04/06/2025,S006,P030,2
04/06/2025,S006,P049,14
04/06/2025,S006,P029,8
04/06/2025,S006,P014,1
04/06/2025,S007,P036,5
04/06/2025,S007,P018,16
04/06/2025,S007,P027,10
04/06/2025,S007,P032,1
04/06/2025,S007,P013,6
04/06/2025,S007,P007,3
04/06/2025,S007,P049,19
04/06/2025,S007,P033,18
04/06/2025,S007,P047,3
04/06/2025,S007,P010,6
04/06/2025,S007,P004,19
04/06/2025,S007,P042,7
04/06/2025,S007,P006,7
04/06/2025,S007,P011,2
04/06/2025,S007,P035,16
04/06/2025,S008,P041,6
04/06/2025,S008,P023,4
04/06/2025,S008,P036,15
04/06/2025,S008,P022,7
04/06/2025,S008,P014,9
04/06/2025,S008,P035,14
04/06/2025,S008,P019,11
04/06/2025,S008,P016,4
04/06/2025,S008,P038,14
04/06/2025,S008,P044,9
04/06/2025,S008,P039,9
04/06/2025,S008,P009,12
04/06/2025,S008,P031,4
04/06/2025,S009,P030,15
04/06/2025,S009,P001,18
04/06/2025,S009,P002,15
04/06/2025,S009,P017,9
04/06/2025,S009,P006,10
04/06/2025,S010,P018,14
04/06/2025,S010,P001,19
04/06/2025,S010,P048,2
04/06/2025,S010,P009,20
04/06/2025,S010,P028,16
04/06/2025,S010,P017,19
04/06/2025,S010,P020,2
04/06/2025,S010,P004,8
04/06/2025,S010,P036,19
04/06/2025,S010,P012,12
04/06/2025,S010,P033,13
04/06/2025,S010,P039,8
04/06/2025,S010,P011,18
05/06/2025,S001,P014,14
05/06/2025,S001,P025,11
05/06/2025,S001,P006,17
05/06/2025,S001,P026,9
05/06/2025,S001,P004,7
05/06/2025,S001,P030,2
05/06/2025,S001,P013,14
05/06/2025,S001,P041,2
05/06/2025,S001,P010,20
05/06/2025,S001,P044,7
05/06/2025,S002,P037,18
05/06/2025,S002,P047,15
05/06/2025,S002,P030,8
05/06/2025,S002,P033,9
05/06/2025,S002,P045,11
05/06/2025,S002,P008,9
05/06/2025,S003,P021,7
05/06/2025,S003,P050,1
05/06/2025,S003,P034,14
05/06/2025,S003,P023,18
05/06/2025,S003,P011,5
05/06/2025,S004,P010,17
05/06/2025,S004,P013,9
05/06/2025,S004,P005,16
05/06/2025,S004,P033,11
05/06/2025,S004,P049,8
05/06/2025,S005,P009,4
05/06/2025,S005,P011,19
05/06/2025,S005,P048,15
05/06/2025,S005,P046,15
05/06/2025,S005,P027,3
05/06/2025,S005,P022,17
05/06/2025,S005,P038,5
05/06/2025,S005,P010,10
05/06/2025,S005,P029,12
05/06/2025,S005,P016,12
05/06/2025,S006,P018,14
05/06/2025,S006,P008,18
05/06/2025,S006,P049,8
05/06/2025,S006,P042,11
05/06/2025,S006,P004,12
05/06/2025,S006,P033,5
05/06/2025,S006,P011,12
05/06/2025,S006,P006,4
05/06/2025,S006,P023,3
05/06/2025,S006,P044,1
05/06/2025,S006,P002,7
05/06/2025,S006,P003,8
05/06/2025,S006,P039,17
05/06/2025,S006,P007,15
05/06/2025,S007,P004,10
05/06/2025,S007,P040,16
05/06/2025,S007,P024,20
05/06/2025,S007,P006,14
05/06/2025,S007,P022,20
05/06/2025,S008,P024,3
05/06/2025,S008,P040,2
05/06/2025,S008,P010,13
05/06/2025,S008,P019,5
05/06/2025,S008,P008,1
05/06/2025,S009,P011,1
05/06/2025,S009,P032,12
05/06/2025,S009,P004,2
05/06/2025,S009,P019,2
05/06/2025,S009,P029,8
05/06/2025,S010,P048,5
05/06/2025,S010,P012,10
05/06/2025,S010,P026,3
05/06/2025,S010,P044,9
05/06/2025,S010,P005,6
05/06/2025,S010,P004,1
05/06/2025,S010,P020,13
06/06/2025,S001,P009,11
06/06/2025,S001,P049,1
06/06/2025,S001,P021,8
06/06/2025,S001,P023,6
06/06/2025,S001,P003,10
06/06/2025,S001,P043,3
06/06/2025,S002,P004,1
06/06/2025,S002,P006,13
06/06/2025,S002,P021,7
06/06/2025,S002,P046,18
06/06/2025,S002,P032,19
06/06/2025,S003,P040,7
06/06/2025,S003,P042,16
06/06/2025,S003,P006,8
06/06/2025,S003,P030,8
06/06/2025,S003,P026,4
06/06/2025,S003,P001,8
06/06/2025,S003,P021,15
06/06/2025,S003,P048,16
06/06/2025,S003,P023,9
06/06/2025,S003,P028,19
06/06/2025,S003,P046,10
06/06/2025,S003,P005,18
06/06/2025,S003,P011,20
06/06/2025,S004,P022,13
06/06/2025,S004,P035,3
06/06/2025,S004,P012,2
06/06/2025,S004,P009,3
06/06/2025,S004,P016,15
06/06/2025,S004,P049,5
06/06/2025,S004,P018,6
06/06/2025,S004,P010,17
06/06/2025,S004,P020,10
06/06/2025,S004,P027,10
06/06/2025,S005,P030,11
06/06/2025,S005,P013,5
06/06/2025,S005,P031,12
06/06/2025,S005,P033,1
06/06/2025,S005,P042,17
06/06/2025,S005,P015,20
06/06/2025,S005,P035,2
06/06/2025,S005,P007,18
06/06/2025,S005,P044,9
06/06/2025,S006,P038,18
06/06/2025,S006,P040,11
06/06/2025,S006,P026,7
06/06/2025,S006,P012,19
06/06/2025,S006,P019,3
06/06/2025,S006,P013,12
06/06/2025,S006,P003,4
06/06/2025,S006,P023,17
06/06/2025,S006,P048,13
06/06/2025,S006,P024,5
06/06/2025,S006,P021,5
06/06/2025,S006,P001,16
06/06/2025,S007,P046,14
06/06/2025,S007,P032,11
06/06/2025,S007,P033,19
06/06/2025,S007,P002,8
06/06/2025,S007,P040,7
06/06/2025,S007,P042,18
06/06/2025,S007,P021,6
06/06/2025,S007,P049,19
06/06/2025,S007,P016,4
06/06/2025,S007,P043,11
06/06/2025,S007,P028,3
06/06/2025,S007,P025,5
06/06/2025,S007,P035,8
06/06/2025,S008,P036,1
06/06/2025,S008,P002,6
06/06/2025,S008,P012,4
06/06/2025,S008,P037,12
06/06/2025,S008,P028,15
06/06/2025,S008,P043,13
06/06/2025,S008,P048,13
06/06/2025,S008,P027,13
06/06/2025,S008,P029,18
06/06/2025,S008,P035,3
06/06/2025,S008,P013,15
06/06/2025,S009,P022,4
06/06/2025,S009,P042,18
06/06/2025,S009,P025,9
06/06/2025,S009,P050,13
06/06/2025,S009,P046,15
06/06/2025,S009,P045,9
06/06/2025,S009,P016,20
06/06/2025,S009,P049,16
06/06/2025,S009,P029,12
06/06/2025,S009,P041,14
06/06/2025,S009,P011,14
06/06/2025,S010,P036,14
06/06/2025,S010,P042,2
06/06/2025,S010,P010,9
06/06/2025,S010,P033,4
06/06/2025,S010,P001,19
06/06/2025,S010,P009,6
06/06/2025,S010,P044,6
06/06/2025,S010,P034,1
06/06/2025,S010,P022,2
06/06/2025,S010,P019,14
06/06/2025,S010,P029,14
06/06/2025,S010,P006,12
06/06/2025,S010,P018,20
06/06/2025,S010,P043,15
06/06/2025,S010,P002,6
07/06/2025,S001,P004,2
07/06/2025,S001,P011,14
07/06/2025,S001,P020,9
07/06/2025,S001,P039,13
07/06/2025,S001,P021,13
07/06/2025,S001,P009,1
07/06/2025,S001,P007,14
07/06/2025,S001,P050,10
07/06/2025,S001,P005,16
07/06/2025,S002,P041,6
07/06/2025,S002,P019,18
07/06/2025,S002,P028,19
07/06/2025,S002,P015,8
07/06/2025,S002,P003,11
07/06/2025,S002,P017,4
07/06/2025,S002,P013,13
07/06/2025,S002,P031,13
07/06/2025,S002,P007,18
07/06/2025,S002,P030,1
07/06/2025,S002,P029,11
07/06/2025,S002,P022,11
07/06/2025,S002,P010,9
07/06/2025,S003,P039,2
07/06/2025,S003,P018,20
07/06/2025,S003,P019,9
07/06/2025,S003,P004,9
07/06/2025,S003,P025,19
07/06/2025,S003,P009,7
07/06/2025,S003,P045,3
07/06/2025,S003,P011,15
07/06/2025,S003,P017,10
07/06/2025,S003,P007,3
07/06/2025,S003,P005,20
07/06/2025,S003,P037,1
07/06/2025,S003,P044,17
07/06/2025,S004,P046,16
07/06/2025,S004,P021,6
07/06/2025,S004,P035,20
07/06/2025,S004,P008,14
07/06/2025,S004,P013,9
07/06/2025,S004,P012,15
07/06/2025,S004,P025,15
07/06/2025,S004,P039,6
07/06/2025,S004,P044,20
07/06/2025,S004,P027,12
07/06/2025,S004,P037,15
07/06/2025,S004,P043,7
07/06/2025,S005,P010,2
07/06/2025,S005,P050,20
07/06/2025,S005,P008,1
07/06/2025,S005,P043,5
07/06/2025,S005,P023,7
07/06/2025,S006,P020,14
07/06/2025,S006,P023,15
07/06/2025,S006,P017,5
07/06/2025,S006,P048,5
07/06/2025,S006,P039,5
07/06/2025,S006,P037,7
07/06/2025,S006,P015,13
07/06/2025,S006,P045,7
07/06/2025,S007,P041,2
07/06/2025,S007,P010,19
07/06/2025,S007,P027,20
07/06/2025,S007,P038,11
07/06/2025,S007,P030,4
07/06/2025,S007,P032,14
07/06/2025,S007,P040,3
07/06/2025,S007,P043,4
07/06/2025,S007,P011,20
07/06/2025,S007,P039,3
07/06/2025,S007,P029,17
07/06/2025,S007,P019,3
07/06/2025,S007,P045,1
07/06/2025,S008,P009,19
07/06/2025,S008,P048,11
07/06/2025,S008,P012,13
07/06/2025,S008,P036,4
07/06/2025,S008,P008,5
07/06/2025,S008,P034,2
07/06/2025,S008,P001,18
07/06/2025,S008,P041,3
07/06/2025,S008,P038,4
07/06/2025,S008,P037,5
07/06/2025,S008,P010,3
07/06/2025,S008,P024,16
07/06/2025,S008,P020,17
07/06/2025,S009,P008,4
07/06/2025,S009,P034,14
07/06/2025,S009,P048,16
07/06/2025,S009,P023,15
07/06/2025,S009,P017,16
07/06/2025,S009,P026,19
07/06/2025,S010,P008,2
07/06/2025,S010,P002,13
07/06/2025,S010,P048,15
07/06/2025,S010,P031,19
07/06/2025,S010,P040,1
07/06/2025,S010,P013,18
07/06/2025,S010,P018,15
07/06/2025,S010,P016,12
07/06/2025,S010,P003,8
08/06/2025,S001,P027,8
08/06/2025,S001,P024,12
08/06/2025,S001,P001,17
08/06/2025,S001,P049,16
08/06/2025,S001,P010,8
08/06/2025,S001,P003,4
08/06/2025,S001,P048,19
08/06/2025,S001,P040,19
08/06/2025,S001,P017,17
08/06/2025,S001,P043,17
08/06/2025,S001,P033,17
08/06/2025,S001,P016,15
08/06/2025,S001,P039,5
08/06/2025,S001,P002,16
08/06/2025,S001,P025,5
08/06/2025,S002,P002,15
08/06/2025,S002,P007,17
08/06/2025,S002,P041,4
08/06/2025,S002,P026,16
08/06/2025,S002,P019,9
08/06/2025,S002,P010,5
08/06/2025,S002,P001,5
08/06/2025,S002,P043,16
08/06/2025,S002,P016,8
08/06/2025,S002,P027,3
08/06/2025,S002,P039,6
08/06/2025,S002,P020,18
08/06/2025,S002,P021,13
08/06/2025,S003,P041,4
08/06/2025,S003,P027,10
08/06/2025,S003,P015,2
08/06/2025,S003,P021,19
08/06/2025,S003,P012,19
08/06/2025,S003,P014,12
08/06/2025,S003,P040,15
08/06/2025,S003,P026,19
08/06/2025,S004,P034,17
08/06/2025,S004,P039,19
08/06/2025,S004,P020,10
08/06/2025,S004,P043,6
08/06/2025,S004,P012,3
08/06/2025,S004,P002,14
08/06/2025,S004,P050,18
08/06/2025,S004,P035,11
08/06/2025,S004,P013,6
08/06/2025,S005,P009,7
08/06/2025,S005,P042,11
08/06/2025,S005,P007,17
08/06/2025,S005,P022,1
08/06/2025,S005,P033,15
08/06/2025,S005,P040,8
08/06/2025,S005,P004,3
08/06/2025,S005,P015,9
08/06/2025,S005,P014,16
08/06/2025,S005,P025,16
08/06/2025,S006,P001,2
08/06/2025,S006,P035,13
08/06/2025,S006,P044,10
08/06/2025,S006,P038,14
08/06/2025,S006,P002,6
08/06/2025,S006,P031,1
08/06/2025,S006,P042,5
08/06/2025,S006,P014,2
08/06/2025,S006,P026,8
08/06/2025,S006,P009,8
08/06/2025,S006,P033,20
08/06/2025,S006,P013,6
08/06/2025,S006,P016,1
08/06/2025,S007,P034,9
08/06/2025,S007,P017,7
08/06/2025,S007,P024,20
08/06/2025,S007,P008,20
08/06/2025,S007,P044,9
08/06/2025,S007,P046,11
08/06/2025,S007,P012,11
08/06/2025,S007,P043,9
08/06/2025,S007,P021,12
08/06/2025,S007,P032,20
08/06/2025,S008,P006,18
08/06/2025,S008,P014,6
08/06/2025,S008,P015,15
08/06/2025,S008,P031,10
08/06/2025,S008,P009,9
08/06/2025,S008,P002,10
08/06/2025,S008,P026,18
08/06/2025,S008,P042,14
08/06/2025,S008,P047,15
08/06/2025,S009,P044,20
08/06/2025,S009,P043,5
08/06/2025,S009,P048,1
08/06/2025,S009,P014,12
08/06/2025,S009,P024,2
08/06/2025,S009,P010,1
08/06/2025,S009,P020,2
08/06/2025,S009,P035,14
08/06/2025,S009,P041,3
08/06/2025,S009,P031,12
08/06/2025,S009,P027,9
08/06/2025,S009,P002,11
08/06/2025,S009,P006,7
08/06/2025,S010,P031,15
08/06/2025,S010,P009,2
08/06/2025,S010,P045,17
08/06/2025,S010,P048,7
08/06/2025,S010,P039,12
08/06/2025,S010,P043,17
08/06/2025,S010,P027,16
08/06/2025,S010,P016,13
08/06/2025,S010,P028,1
08/06/2025,S010,P038,9
09/06/2025,S001,P041,1
09/06/2025,S001,P011,1
09/06/2025,S001,P003,13
09/06/2025,S001,P017,10
09/06/2025,S001,P031,10
09/06/2025,S001,P004,9
09/06/2025,S001,P024,15
09/06/2025,S001,P008,20
09/06/2025,S001,P028,17
09/06/2025,S002,P035,1
09/06/2025,S002,P030,11
09/06/2025,S002,P010,16
09/06/2025,S002,P024,11
09/06/2025,S002,P021,11
09/06/2025,S002,P048,3
09/06/2025,S002,P014,3
09/06/2025,S002,P044,13
09/06/2025,S003,P021,3
09/06/2025,S003,P017,5
09/06/2025,S003,P011,7
09/06/2025,S003,P044,18
09/06/2025,S003,P018,5
09/06/2025,S003,P040,2
09/06/2025,S003,P033,6
09/06/2025,S003,P025,14
09/06/2025,S003,P028,2
09/06/2025,S003,P023,9
09/06/2025,S003,P045,5
09/06/2025,S004,P005,7
09/06/2025,S004,P018,3
09/06/2025,S004,P048,16
09/06/2025,S004,P012,10
09/06/2025,S004,P007,3
09/06/2025,S004,P015,11
09/06/2025,S005,P019,18
09/06/2025,S005,P027,7
09/06/2025,S005,P018,11
09/06/2025,S005,P045,10
09/06/2025,S005,P011,16
09/06/2025,S005,P038,15
09/06/2025,S005,P049,12
09/06/2025,S005,P007,17
09/06/2025,S005,P002,7
09/06/2025,S006,P012,15
09/06/2025,S006,P029,19
09/06/2025,S006,P039,5
09/06/2025,S006,P047,5
09/06/2025,S006,P018,9
09/06/2025,S006,P006,19
09/06/2025,S006,P024,9
09/06/2025,S007,P001,8
09/06/2025,S007,P012,18
09/06/2025,S007,P033,13
09/06/2025,S007,P044,14
09/06/2025,S007,P030,20
09/06/2025,S007,P005,9
09/06/2025,S007,P017,7
09/06/2025,S008,P009,2
09/06/2025,S008,P028,4
09/06/2025,S008,P029,19
09/06/2025,S008,P011,18
09/06/2025,S008,P034,11
09/06/2025,S008,P015,8
09/06/2025,S008,P027,14
09/06/2025,S008,P010,2
09/06/2025,S008,P002,2
09/06/2025,S008,P004,9
09/06/2025,S008,P024,10
09/06/2025,S008,P016,10
09/06/2025,S008,P018,18
09/06/2025,S009,P040,8
09/06/2025,S009,P013,4
09/06/2025,S009,P026,16
09/06/2025,S009,P001,19
09/06/2025,S009,P030,10
09/06/2025,S009,P028,17
09/06/2025,S009,P043,7
09/06/2025,S009,P012,20
09/06/2025,S009,P019,5
09/06/2025,S009,P031,5
09/06/2025,S009,P010,15
09/06/2025,S009,P021,20
09/06/2025,S009,P023,6
09/06/2025,S010,P046,11
09/06/2025,S010,P044,10
09/06/2025,S010,P032,18
09/06/2025,S010,P026,8
09/06/2025,S010,P017,20
09/06/2025,S010,P030,5
09/06/2025,S010,P022,7
09/06/2025,S010,P023,17
09/06/2025,S010,P043,20
10/06/2025,S001,P040,16
10/06/2025,S001,P029,9
10/06/2025,S001,P031,2
10/06/2025,S001,P012,14
10/06/2025,S001,P039,6
10/06/2025,S001,P007,4
10/06/2025,S001,P036,20
10/06/2025,S001,P015,6
10/06/2025,S002,P030,15
10/06/2025,S002,P047,20
10/06/2025,S002,P046,9
10/06/2025,S002,P050,3
10/06/2025,S002,P032,7
10/06/2025,S002,P024,6
