Date,Store ID,Product ID,Quantity sold
03/05/2025,S002,P005,12
03/05/2025,S002,P017,14
03/05/2025,S003,P038,3
03/05/2025,S003,P039,2
03/05/2025,S003,P027,18
03/05/2025,S003,P037,14
03/05/2025,S003,P020,19
03/05/2025,S003,P041,18
03/05/2025,S003,P045,1
03/05/2025,S003,P008,15
03/05/2025,S003,P024,15
03/05/2025,S003,P017,12
03/05/2025,S003,P009,16
03/05/2025,S003,P043,4
03/05/2025,S003,P040,7
03/05/2025,S004,P012,9
03/05/2025,S004,P042,8
03/05/2025,S004,P005,20
03/05/2025,S004,P021,5
03/05/2025,S004,P022,1
03/05/2025,S004,P001,12
03/05/2025,S004,P049,1
03/05/2025,S005,P018,18
03/05/2025,S005,P002,9
03/05/2025,S005,P003,2
03/05/2025,S005,P046,4
03/05/2025,S005,P034,9
03/05/2025,S005,P009,13
03/05/2025,S005,P025,2
03/05/2025,S005,P027,9
03/05/2025,S005,P031,14
03/05/2025,S005,P026,14
03/05/2025,S006,P034,3
03/05/2025,S006,P024,11
03/05/2025,S006,P033,6
03/05/2025,S006,P046,19
03/05/2025,S006,P043,17
03/05/2025,S006,P015,16
03/05/2025,S007,P011,2
03/05/2025,S007,P035,3
03/05/2025,S007,P025,5
03/05/2025,S007,P018,4
03/05/2025,S007,P036,2
03/05/2025,S007,P005,2
03/05/2025,S007,P022,18
03/05/2025,S007,P014,20
03/05/2025,S007,P047,18
03/05/2025,S007,P015,18
03/05/2025,S007,P021,3
03/05/2025,S007,P017,8
03/05/2025,S007,P028,11
03/05/2025,S007,P013,14
03/05/2025,S007,P023,18
03/05/2025,S008,P011,9
03/05/2025,S008,P024,2
03/05/2025,S008,P022,15
03/05/2025,S008,P049,10
03/05/2025,S008,P002,3
03/05/2025,S008,P048,4
03/05/2025,S008,P027,17
03/05/2025,S008,P007,16
03/05/2025,S008,P040,2
03/05/2025,S008,P005,16
03/05/2025,S008,P044,20
03/05/2025,S008,P047,2
03/05/2025,S008,P003,4
03/05/2025,S008,P039,8
03/05/2025,S008,P015,12
03/05/2025,S009,P004,20
03/05/2025,S009,P020,8
03/05/2025,S009,P046,8
03/05/2025,S009,P049,15
03/05/2025,S009,P038,14
03/05/2025,S009,P037,3
03/05/2025,S009,P042,1
03/05/2025,S009,P012,12
03/05/2025,S009,P032,8
03/05/2025,S009,P026,4
03/05/2025,S010,P020,19
03/05/2025,S010,P019,9
03/05/2025,S010,P026,8
03/05/2025,S010,P015,16
03/05/2025,S010,P048,14
03/05/2025,S010,P011,10
03/05/2025,S010,P022,11
03/05/2025,S010,P040,17
03/05/2025,S010,P002,5
03/05/2025,S010,P010,7
03/05/2025,S010,P006,15
03/05/2025,S010,P033,3
03/05/2025,S010,P047,18
03/05/2025,S010,P035,8
04/05/2025,S001,P010,16
04/05/2025,S001,P038,6
04/05/2025,S001,P012,14
04/05/2025,S001,P021,14
04/05/2025,S001,P027,1
04/05/2025,S001,P025,20
04/05/2025,S001,P039,6
04/05/2025,S001,P042,13
04/05/2025,S001,P003,4
04/05/2025,S001,P044,1
04/05/2025,S001,P019,20
04/05/2025,S001,P040,6
04/05/2025,S002,P042,17
04/05/2025,S002,P047,10
04/05/2025,S002,P009,1
04/05/2025,S002,P016,8
04/05/2025,S002,P003,15
04/05/2025,S002,P004,15
04/05/2025,S002,P007,20
04/05/2025,S002,P001,19
04/05/2025,S002,P019,17
04/05/2025,S002,P015,9
04/05/2025,S002,P014,5
04/05/2025,S002,P023,19
04/05/2025,S002,P028,14
04/05/2025,S002,P011,1
04/05/2025,S002,P034,1
04/05/2025,S003,P022,2
04/05/2025,S003,P013,19
04/05/2025,S003,P024,8
04/05/2025,S003,P018,17
04/05/2025,S003,P036,16
04/05/2025,S004,P021,12
04/05/2025,S004,P012,3
04/05/2025,S004,P028,17
04/05/2025,S004,P015,16
04/05/2025,S004,P036,2
04/05/2025,S004,P041,6
04/05/2025,S005,P018,11
04/05/2025,S005,P010,8
04/05/2025,S005,P022,10
04/05/2025,S005,P037,17
04/05/2025,S005,P028,9
04/05/2025,S005,P006,5
04/05/2025,S006,P036,3
04/05/2025,S006,P050,16
04/05/2025,S006,P020,7
04/05/2025,S006,P014,18
04/05/2025,S006,P033,9
04/05/2025,S006,P037,2
04/05/2025,S006,P021,13
04/05/2025,S007,P039,2
04/05/2025,S007,P034,6
04/05/2025,S007,P006,12
04/05/2025,S007,P003,5
04/05/2025,S007,P050,15
04/05/2025,S007,P035,16
04/05/2025,S007,P017,18
04/05/2025,S007,P049,1
04/05/2025,S007,P009,18
04/05/2025,S007,P025,8
04/05/2025,S007,P040,18
04/05/2025,S007,P044,12
04/05/2025,S007,P004,3
04/05/2025,S007,P002,3
04/05/2025,S008,P026,2
04/05/2025,S008,P001,9
04/05/2025,S008,P012,12
04/05/2025,S008,P020,16
04/05/2025,S008,P043,5
04/05/2025,S008,P047,20
04/05/2025,S008,P025,17
04/05/2025,S008,P030,7
04/05/2025,S008,P040,17
04/05/2025,S009,P025,17
04/05/2025,S009,P005,8
04/05/2025,S009,P013,17
04/05/2025,S009,P014,10
04/05/2025,S009,P020,18
04/05/2025,S009,P027,6
04/05/2025,S009,P042,7
04/05/2025,S009,P046,13
04/05/2025,S010,P018,18
04/05/2025,S010,P030,13
04/05/2025,S010,P025,13
04/05/2025,S010,P016,10
04/05/2025,S010,P028,15
04/05/2025,S010,P022,16
04/05/2025,S010,P015,20
04/05/2025,S010,P029,1
05/05/2025,S001,P014,19
05/05/2025,S001,P013,10
05/05/2025,S001,P035,8
05/05/2025,S001,P002,2
05/05/2025,S001,P008,10
05/05/2025,S001,P044,14
05/05/2025,S001,P016,14
05/05/2025,S001,P004,16
05/05/2025,S001,P036,18
05/05/2025,S001,P011,13
05/05/2025,S001,P032,10
05/05/2025,S001,P007,1
05/05/2025,S001,P015,8
05/05/2025,S001,P041,18
05/05/2025,S001,P038,9
05/05/2025,S002,P006,6
05/05/2025,S002,P038,10
05/05/2025,S002,P014,7
05/05/2025,S002,P042,12
05/05/2025,S002,P049,16
05/05/2025,S003,P016,1
05/05/2025,S003,P019,14
05/05/2025,S003,P012,9
05/05/2025,S003,P011,8
05/05/2025,S003,P039,2
05/05/2025,S003,P018,13
05/05/2025,S003,P046,13
05/05/2025,S003,P002,6
05/05/2025,S003,P036,19
05/05/2025,S004,P013,1
05/05/2025,S004,P035,7
05/05/2025,S004,P050,16
05/05/2025,S004,P029,5
05/05/2025,S004,P033,4
05/05/2025,S004,P030,10
05/05/2025,S004,P003,18
05/05/2025,S004,P017,3
05/05/2025,S004,P048,16
05/05/2025,S004,P005,19
05/05/2025,S004,P028,14
05/05/2025,S004,P019,17
05/05/2025,S004,P023,15
05/05/2025,S005,P044,17
05/05/2025,S005,P037,13
05/05/2025,S005,P003,5
05/05/2025,S005,P041,10
05/05/2025,S005,P007,13
05/05/2025,S005,P045,1
05/05/2025,S005,P038,17
05/05/2025,S005,P006,6
05/05/2025,S005,P033,10
05/05/2025,S005,P048,12
05/05/2025,S005,P024,18
05/05/2025,S005,P042,5
05/05/2025,S006,P031,10
05/05/2025,S006,P011,4
05/05/2025,S006,P020,6
05/05/2025,S006,P029,4
05/05/2025,S006,P015,5
05/05/2025,S006,P034,9
05/05/2025,S006,P042,20
05/05/2025,S006,P041,5
05/05/2025,S006,P001,4
05/05/2025,S006,P048,19
05/05/2025,S006,P043,6
05/05/2025,S006,P030,6
05/05/2025,S006,P027,8
05/05/2025,S006,P038,12
05/05/2025,S007,P030,12
05/05/2025,S007,P040,15
05/05/2025,S007,P009,11
05/05/2025,S007,P018,5
05/05/2025,S007,P012,4
05/05/2025,S007,P023,11
05/05/2025,S007,P026,20
05/05/2025,S008,P007,13
05/05/2025,S008,P026,15
05/05/2025,S008,P045,4
05/05/2025,S008,P002,7
05/05/2025,S008,P023,17
05/05/2025,S008,P038,14
05/05/2025,S009,P037,11
05/05/2025,S009,P032,9
05/05/2025,S009,P005,7
05/05/2025,S009,P016,13
05/05/2025,S009,P044,5
05/05/2025,S009,P010,4
05/05/2025,S009,P026,9
05/05/2025,S009,P043,14
05/05/2025,S010,P002,19
05/05/2025,S010,P039,14
05/05/2025,S010,P029,13
05/05/2025,S010,P041,19
05/05/2025,S010,P017,6
05/05/2025,S010,P005,6
05/05/2025,S010,P022,10
06/05/2025,S001,P015,4
06/05/2025,S001,P042,18
06/05/2025,S001,P029,19
06/05/2025,S001,P049,7
06/05/2025,S001,P001,1
06/05/2025,S001,P027,12
06/05/2025,S001,P031,1
06/05/2025,S001,P016,17
06/05/2025,S002,P039,16
06/05/2025,S002,P041,17
06/05/2025,S002,P008,9
06/05/2025,S002,P018,18
06/05/2025,S002,P043,8
06/05/2025,S002,P006,12
06/05/2025,S002,P025,8
06/05/2025,S003,P035,3
06/05/2025,S003,P039,18
06/05/2025,S003,P049,5
06/05/2025,S003,P019,8
06/05/2025,S003,P034,13
06/05/2025,S003,P038,10
06/05/2025,S003,P042,8
06/05/2025,S003,P010,18
06/05/2025,S003,P033,2
06/05/2025,S003,P031,2
06/05/2025,S003,P007,7
06/05/2025,S003,P027,16
06/05/2025,S004,P010,16
06/05/2025,S004,P008,7
06/05/2025,S004,P013,10
06/05/2025,S004,P007,6
06/05/2025,S004,P030,3
06/05/2025,S005,P001,5
06/05/2025,S005,P017,2
06/05/2025,S005,P031,12
06/05/2025,S005,P041,17
06/05/2025,S005,P023,18
06/05/2025,S005,P008,10
06/05/2025,S005,P002,4
06/05/2025,S006,P024,2
06/05/2025,S006,P045,5
06/05/2025,S006,P009,5
06/05/2025,S006,P034,20
06/05/2025,S006,P029,14
06/05/2025,S006,P048,7
06/05/2025,S007,P042,1
06/05/2025,S007,P034,20
06/05/2025,S007,P046,13
06/05/2025,S007,P029,4
06/05/2025,S007,P023,10
06/05/2025,S007,P039,11
06/05/2025,S007,P026,8
06/05/2025,S007,P014,6
06/05/2025,S007,P021,8
06/05/2025,S007,P033,4
06/05/2025,S008,P028,20
06/05/2025,S008,P018,2
06/05/2025,S008,P048,18
06/05/2025,S008,P024,6
06/05/2025,S008,P031,2
06/05/2025,S008,P010,6
06/05/2025,S008,P008,14
06/05/2025,S008,P027,12
06/05/2025,S008,P020,15
06/05/2025,S008,P012,14
06/05/2025,S008,P005,7
06/05/2025,S008,P033,4
06/05/2025,S008,P044,9
06/05/2025,S008,P021,7
06/05/2025,S008,P009,10
06/05/2025,S009,P044,17
06/05/2025,S009,P019,14
06/05/2025,S009,P014,1
06/05/2025,S009,P048,14
06/05/2025,S009,P041,20
06/05/2025,S010,P036,18
06/05/2025,S010,P030,7
06/05/2025,S010,P001,18
06/05/2025,S010,P027,11
06/05/2025,S010,P046,7
06/05/2025,S010,P024,10
06/05/2025,S010,P003,11
06/05/2025,S010,P043,17
06/05/2025,S010,P040,14
06/05/2025,S010,P015,8
06/05/2025,S010,P035,7
06/05/2025,S010,P009,13
06/05/2025,S010,P021,3
06/05/2025,S010,P025,7
07/05/2025,S001,P042,18
07/05/2025,S001,P006,7
07/05/2025,S001,P043,17
07/05/2025,S001,P039,8
07/05/2025,S001,P011,14
07/05/2025,S001,P046,6
07/05/2025,S001,P002,12
07/05/2025,S001,P022,8
07/05/2025,S001,P004,12
07/05/2025,S002,P005,8
07/05/2025,S002,P043,17
07/05/2025,S002,P026,15
07/05/2025,S002,P027,15
07/05/2025,S002,P017,4
07/05/2025,S002,P041,16
07/05/2025,S002,P038,5
07/05/2025,S002,P023,2
07/05/2025,S002,P003,19
07/05/2025,S003,P012,7
07/05/2025,S003,P028,2
07/05/2025,S003,P045,9
07/05/2025,S003,P015,12
07/05/2025,S003,P042,15
07/05/2025,S003,P009,7
07/05/2025,S003,P036,2
07/05/2025,S003,P018,15
07/05/2025,S003,P024,8
07/05/2025,S003,P037,8
07/05/2025,S003,P007,10
07/05/2025,S004,P032,5
07/05/2025,S004,P013,9
07/05/2025,S004,P010,4
07/05/2025,S004,P023,12
07/05/2025,S004,P039,3
07/05/2025,S004,P030,9
07/05/2025,S004,P027,15
07/05/2025,S004,P021,19
07/05/2025,S004,P035,20
07/05/2025,S004,P004,18
07/05/2025,S004,P033,1
07/05/2025,S004,P029,12
07/05/2025,S005,P004,2
07/05/2025,S005,P031,4
07/05/2025,S005,P021,18
07/05/2025,S005,P049,9
07/05/2025,S005,P006,1
07/05/2025,S006,P050,2
07/05/2025,S006,P040,7
07/05/2025,S006,P007,7
07/05/2025,S006,P032,5
07/05/2025,S006,P020,11
07/05/2025,S006,P036,5
07/05/2025,S006,P045,3
07/05/2025,S006,P002,4
07/05/2025,S007,P042,10
07/05/2025,S007,P045,6
07/05/2025,S007,P016,12
07/05/2025,S007,P029,8
07/05/2025,S007,P047,15
07/05/2025,S007,P021,13
07/05/2025,S007,P018,8
07/05/2025,S007,P022,8
07/05/2025,S007,P038,13
07/05/2025,S007,P019,2
07/05/2025,S007,P044,18
07/05/2025,S008,P032,1
07/05/2025,S008,P003,13
07/05/2025,S008,P037,7
07/05/2025,S008,P009,18
07/05/2025,S008,P011,9
07/05/2025,S008,P013,8
07/05/2025,S008,P004,6
07/05/2025,S008,P012,17
07/05/2025,S008,P006,14
07/05/2025,S008,P019,20
07/05/2025,S008,P047,11
07/05/2025,S008,P046,13
07/05/2025,S008,P025,12
07/05/2025,S008,P050,14
07/05/2025,S008,P001,16
07/05/2025,S009,P046,3
07/05/2025,S009,P036,7
07/05/2025,S009,P012,13
07/05/2025,S009,P027,1
07/05/2025,S009,P032,14
07/05/2025,S009,P043,16
07/05/2025,S009,P024,7
07/05/2025,S009,P018,1
07/05/2025,S009,P026,19
07/05/2025,S009,P017,1
07/05/2025,S009,P035,18
07/05/2025,S009,P028,11
07/05/2025,S009,P033,2
07/05/2025,S009,P030,17
07/05/2025,S009,P020,3
07/05/2025,S010,P043,2
07/05/2025,S010,P044,4
07/05/2025,S010,P015,2
07/05/2025,S010,P042,5
07/05/2025,S010,P024,18
07/05/2025,S010,P027,16
07/05/2025,S010,P032,13
07/05/2025,S010,P022,9
07/05/2025,S010,P045,4
07/05/2025,S010,P019,10
07/05/2025,S010,P010,5
08/05/2025,S001,P041,13
08/05/2025,S001,P034,15
08/05/2025,S001,P018,8
08/05/2025,S001,P025,9
08/05/2025,S001,P007,2
08/05/2025,S001,P004,3
08/05/2025,S001,P029,16
08/05/2025,S001,P038,1
08/05/2025,S001,P012,12
08/05/2025,S002,P014,17
08/05/2025,S002,P006,18
08/05/2025,S002,P009,8
08/05/2025,S002,P037,19
08/05/2025,S002,P040,15
08/05/2025,S002,P002,2
08/05/2025,S002,P045,6
08/05/2025,S002,P016,17
08/05/2025,S002,P033,4
08/05/2025,S002,P028,6
08/05/2025,S002,P029,14
08/05/2025,S003,P047,2
08/05/2025,S003,P050,4
08/05/2025,S003,P013,17
08/05/2025,S003,P033,1
08/05/2025,S003,P044,3
08/05/2025,S003,P048,8
08/05/2025,S004,P012,20
08/05/2025,S004,P041,2
08/05/2025,S004,P016,15
08/05/2025,S004,P038,16
08/05/2025,S004,P005,19
08/05/2025,S004,P033,9
08/05/2025,S004,P008,4
08/05/2025,S004,P006,4
08/05/2025,S005,P003,20
08/05/2025,S005,P042,7
08/05/2025,S005,P049,8
08/05/2025,S005,P019,12
08/05/2025,S005,P009,14
08/05/2025,S006,P026,7
08/05/2025,S006,P050,4
08/05/2025,S006,P009,15
08/05/2025,S006,P022,4
08/05/2025,S006,P004,9
08/05/2025,S006,P036,10
08/05/2025,S006,P040,7
08/05/2025,S006,P037,20
08/05/2025,S006,P031,14
08/05/2025,S007,P050,16
08/05/2025,S007,P011,12
08/05/2025,S007,P021,1
08/05/2025,S007,P024,13
08/05/2025,S007,P003,4
08/05/2025,S007,P004,18
08/05/2025,S007,P047,9
08/05/2025,S007,P026,20
08/05/2025,S007,P023,13
08/05/2025,S007,P020,20
08/05/2025,S007,P012,15
08/05/2025,S008,P020,10
08/05/2025,S008,P007,3
08/05/2025,S008,P024,2
08/05/2025,S008,P038,14
08/05/2025,S008,P047,17
08/05/2025,S008,P029,9
08/05/2025,S008,P012,8
08/05/2025,S008,P002,16
08/05/2025,S008,P006,17
08/05/2025,S008,P008,8
08/05/2025,S008,P017,2
08/05/2025,S008,P009,7
08/05/2025,S008,P035,4
08/05/2025,S008,P039,12
08/05/2025,S009,P038,20
08/05/2025,S009,P015,17
08/05/2025,S009,P033,6
08/05/2025,S009,P039,10
08/05/2025,S009,P031,10
08/05/2025,S009,P001,14
08/05/2025,S009,P023,11
08/05/2025,S009,P024,12
08/05/2025,S009,P045,19
08/05/2025,S010,P039,14
08/05/2025,S010,P029,18
08/05/2025,S010,P020,8
08/05/2025,S010,P024,5
08/05/2025,S010,P049,19
08/05/2025,S010,P043,6
08/05/2025,S010,P047,1
08/05/2025,S010,P009,11
08/05/2025,S010,P019,2
08/05/2025,S010,P044,1
08/05/2025,S010,P014,1
09/05/2025,S001,P009,5
09/05/2025,S001,P032,1
09/05/2025,S001,P019,3
09/05/2025,S001,P050,9
09/05/2025,S001,P029,13
09/05/2025,S001,P035,17
09/05/2025,S001,P044,10
09/05/2025,S001,P024,19
09/05/2025,S001,P042,18
09/05/2025,S001,P005,19
09/05/2025,S001,P030,1
09/05/2025,S001,P034,12
09/05/2025,S001,P043,2
09/05/2025,S001,P010,1
09/05/2025,S001,P026,4
09/05/2025,S002,P005,5
09/05/2025,S002,P025,11
09/05/2025,S002,P049,17
09/05/2025,S002,P040,7
09/05/2025,S002,P031,7
09/05/2025,S002,P022,6
09/05/2025,S002,P042,7
09/05/2025,S002,P014,19
09/05/2025,S002,P048,13
09/05/2025,S002,P009,13
09/05/2025,S002,P006,6
09/05/2025,S002,P015,9
09/05/2025,S002,P043,12
09/05/2025,S002,P023,19
09/05/2025,S002,P037,12
09/05/2025,S003,P019,4
09/05/2025,S003,P017,9
09/05/2025,S003,P013,11
09/05/2025,S003,P016,14
09/05/2025,S003,P009,1
09/05/2025,S004,P039,12
09/05/2025,S004,P023,11
09/05/2025,S004,P019,19
09/05/2025,S004,P026,7
09/05/2025,S004,P032,12
09/05/2025,S004,P024,18
09/05/2025,S005,P017,7
09/05/2025,S005,P031,17
09/05/2025,S005,P046,12
09/05/2025,S005,P034,16
09/05/2025,S005,P009,16
09/05/2025,S005,P023,10
09/05/2025,S005,P019,2
09/05/2025,S005,P012,2
09/05/2025,S005,P011,12
09/05/2025,S005,P006,1
09/05/2025,S005,P002,20
09/05/2025,S005,P032,8
09/05/2025,S006,P019,7
09/05/2025,S006,P038,8
09/05/2025,S006,P014,13
09/05/2025,S006,P028,9
09/05/2025,S006,P023,11
09/05/2025,S006,P002,14
09/05/2025,S006,P050,2
09/05/2025,S006,P013,11
09/05/2025,S007,P015,12
09/05/2025,S007,P042,19
09/05/2025,S007,P050,4
09/05/2025,S007,P011,2
09/05/2025,S007,P047,7
09/05/2025,S007,P028,3
09/05/2025,S007,P041,19
09/05/2025,S007,P044,13
09/05/2025,S007,P025,5
09/05/2025,S007,P036,17
09/05/2025,S007,P026,6
09/05/2025,S007,P040,19
09/05/2025,S008,P033,20
09/05/2025,S008,P007,7
09/05/2025,S008,P004,5
09/05/2025,S008,P013,15
09/05/2025,S008,P034,16
09/05/2025,S008,P017,15
09/05/2025,S009,P005,7
09/05/2025,S009,P048,18
09/05/2025,S009,P050,17
09/05/2025,S009,P013,4
09/05/2025,S009,P042,20
09/05/2025,S009,P034,7
09/05/2025,S009,P026,5
09/05/2025,S009,P001,17
09/05/2025,S009,P040,11
09/05/2025,S009,P010,2
09/05/2025,S009,P024,17
09/05/2025,S010,P004,8
09/05/2025,S010,P045,8
09/05/2025,S010,P022,7
09/05/2025,S010,P023,12
09/05/2025,S010,P016,12
10/05/2025,S001,P030,18
10/05/2025,S001,P038,10
10/05/2025,S001,P046,18
10/05/2025,S001,P025,5
10/05/2025,S001,P012,6
10/05/2025,S001,P050,7
10/05/2025,S002,P020,13
10/05/2025,S002,P001,15
10/05/2025,S002,P038,2
10/05/2025,S002,P004,11
10/05/2025,S002,P035,12
10/05/2025,S002,P024,14
10/05/2025,S003,P018,20
10/05/2025,S003,P021,11
10/05/2025,S003,P043,18
10/05/2025,S003,P037,14
10/05/2025,S003,P031,13
10/05/2025,S003,P015,4
10/05/2025,S003,P046,14
10/05/2025,S003,P028,18
10/05/2025,S003,P050,11
10/05/2025,S003,P011,9
10/05/2025,S004,P012,7
10/05/2025,S004,P009,11
10/05/2025,S004,P022,16
10/05/2025,S004,P003,19
10/05/2025,S004,P014,4
